,name,summary,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,bedrooms,Country,Total_price,Review
853,Cosy room in the Born district,"In the heart of one of the most central and attractive district (El Born). Near from the Picasso Museum, 15 min from the beach and the Rambla Catalunya, 3 min the parc of ciutadella. Perfect for couple, friends or families. Children friendly :) Au cœur d'un des quartiers les plus animés du centre (El Born), à deux pas du Musée Picasso, 15 minutes de la plage et de la Rambla. Appartement très lumineux, spacieux. Idéal pour les couples, les amis et les familles. Les enfants sont les bienvenus :)",Apartment,Private room,Real Bed,2,7,2016-08-25 04:00:00.000000000,2019-02-25 05:00:00.000000000,1.0,Spain,174.0,25
854,ORM - Cativo Apartment,"Apartment located on the 2nd floor front of a building totally rehabilitated outside and inside in 2016, maintaining the original facade. Located on Rua do Cativo, in the heart of Porto's historical center, the apartment is located near the Terço Church, within the Fernandina wall, 1 minute walking from the Sé and the Luis I. It has 1 double bed, 1 bathroom with shower, fully equipped kitchen and living room with double sofa bed. Ideal for 1 - 4 people. Prices vary according to the seasons.",Apartment,Entire home/apt,Real Bed,2,1125,2016-08-20 04:00:00.000000000,2019-01-01 05:00:00.000000000,1.0,Portugal,60.0,116
855,Loft au centre-ville de Montréal,Superbe loft au coeur de Montréal et de ses activités. Stationnement publique intérieur disponible à quelques mètres pour 20$ par jour ou 10$ apres 18h.,Loft,Entire home/apt,Real Bed,3,1125,2013-08-06 04:00:00.000000000,2017-08-21 04:00:00.000000000,0.0,Canada,145.0,27
856,MECİDİYEKÖY(ŞİŞLİ) RENTED ROOM,"Hello,room for rent in 3+1 apartment in mecidiyeköy neighbourhood (şişli disctrik) all you need is to bring personel things for everyday use,because room is furnitured,kitchen and bathroom are furnitured and have all supplies.Aparment is located near to metro/metrobüs 10 min walking.",Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,749.0,0
857,Alugo Quarto Para Temporada de Olimpiadas,"Meu espaço é bom para casais, viajantes de negócios e famílias (com crianças).",Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Brazil,798.0,0
858,Spacious and Clean Get Away,"Well lit, private house that sleeps plenty, with space. Great for families. Full size eat-in kitchen with french doors to let in gorgeous natural light.  Central Air for air condition in hot months and heat during the winter. Three TVs, along with cable and wifi with strong connection. Landline, fax machine and desktop for leisure or even work purposes. There are plenty of outlets for charging mobile devices. 40 min bus to city, 25 min walk to beach",House,Entire home/apt,Real Bed,4,1125,2016-09-12 04:00:00.000000000,2018-11-04 04:00:00.000000000,4.0,United States,775.0,18
859,Vintage paradise,"Mon appartement est idéal pour un petit séjour à Montréal en solo ou en couple. Situé sur une petite rue tranquille de Rosemont, on retrouve une piste cyclable juste devant en plus de toutes les commodités nécessaires : épicerie fine, SAQ, pharmacie, fruiterie, borne Bixi ainsi que plusieurs restaurants et bars branchés de la ville.  Si vous voulez découvrir Montréal pour la première fois ou simplement y passer quelques jours, cet appartement est parfait pour vous.",Apartment,Entire home/apt,Real Bed,2,14,2016-09-08 04:00:00.000000000,2018-09-11 04:00:00.000000000,1.0,Canada,64.0,16
860,良德街3号温馨住宅,"我的房源靠近风景｡因为温馨简单,您一定会爱上我的房源｡我的房源适合情侣､独自旅行的冒险家､商务旅行者､毛茸茸的伙伴(宠物)｡",Condominium,Shared room,Real Bed,1,1125,2016-08-23 04:00:00.000000000,2016-08-23 04:00:00.000000000,1.0,Hong Kong,11681.0,1
861,Céntrica Habitación,,Apartment,Private room,Real Bed,1,1125,2016-08-28 04:00:00.000000000,2016-09-27 04:00:00.000000000,1.0,Spain,30.0,6
862,HOUSE WITH GARDEN AND SWIMMING-POOL,"3 bedrooms, 3 couple beds, 2 bathrooms, fully equipped kitchen. Sheets and towels included. Barbecue. Shared swimming pool.  3 quartos, 3 camas de casal, 2 casas de banho, cozinha totalmente equipada. Inclui lençóis e toalhas.  Churrasqueira. Acesso a Piscina no Jardim dos Proprietários. Alojamento Local Registado: nº 54708/AL",Cottage,Entire home/apt,Real Bed,3,30,2015-04-04 04:00:00.000000000,2018-12-29 05:00:00.000000000,3.0,Portugal,80.0,22
863,Central Room in Mecidiyekoy Subway,Mekanım şuraya yakın: Trump Towers.,Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,295.0,0
864,LINDO CONJUGADO PARA TEMPORADA,"Meu espaço é perto de 2 QUARTEIRÕES DA PRAIA, RESTAURANTES, SUPERMERCADOS,COMÉRCIO EM GERAL, METRÔ. NO CORAÇÃO DE COPACABANA, Pavão Azul, Botequim Informal, Big Bi. Você vai amar meu espaço por causa do bairro. Meu espaço é bom para casais, aventuras individuais e viajantes de negócios.",Apartment,Entire home/apt,Real Bed,2,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Brazil,201.0,0
865,Casa Inteira Rio de Janeiro,"Meu espaço é perto de Metrô , vida noturna, transporte público. Meu espaço é bom para casais.",Apartment,Entire home/apt,Real Bed,1,1125,2016-12-30 05:00:00.000000000,2017-03-13 04:00:00.000000000,2.0,Brazil,75.0,4
866,Copacabana 1 AN,"Ano Novo e Carnaval ate 10 dias, 5 pessoas - R$3.800 Meu espaço é perto do Metro estação Cantagalo, cinema Roxy, tem 3 supermercados, os melhores baires e restaurante do Rio. Você vai amar meu espaço por causa do ambiente e muito agradável, a cama confortável, a iluminação boa, o bairro e excelente tem tudo perto . O espaço é bom para casais, aventuras individuais, viajantes de negócios e famílias (com crianças).",Apartment,Entire home/apt,Real Bed,3,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Brazil,811.0,0
867,Bushwick Suite,"Great, older space close to The J train station and various eateries like McDonald's, Carrizal Bar & Grill, Bedstuy Fish Fry. You’ll love my place because of the high ceilings and the location. Minute from lower Manhattan. My place is good for couples, solo adventurers, and business travelers.",Apartment,Private room,Real Bed,1,1125,2016-09-11 04:00:00.000000000,2018-11-28 05:00:00.000000000,1.0,United States,175.0,6
868,Luxury 3-Acre Garden Eco-Estate 10 min to Kona,"3 Bedrooms, 2.5 Bathrooms, Private Pool, Pool Pavilion, WiFi On 3 Secluded Acres Of Gardens, 10 min to Kona airport, Kailua Kona, Beach",House,Entire home/apt,Real Bed,4,1125,2016-12-05 05:00:00.000000000,2019-02-23 05:00:00.000000000,3.0,United States,1129.0,16
869,Spacious Sunny SoHo-Awesome Locale!,"Perfectly located 2BD apartment on Mulberry St. in Nolita area of Soho. One of Manhattan’s most charming neighborhoods with its array of luxury boutiques, restaurants, bars & markets. Soho provides the best of NYC in a vibrant downtown setting.",Apartment,Entire home/apt,Real Bed,2,1125,2013-09-30 04:00:00.000000000,2017-09-30 04:00:00.000000000,2.0,United States,379.0,26
870,Waikoloa Beach Villas H32,"2 BEDROOM 2 BATH WITH NEW FURNITURE AND NEW BBQ OUTDOOR KITCHEN! AMAZING LAKE AND GOLF VIEWS! It is a great time to visit the Big Island, book your reservation today to see our amazing island! FREE WIFI AND PARKING",Villa,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,United States,440.0,0
871,RE.. BIG AND CLASSIC 2 BEDROOM IN ARPOADOR,"Lugares de interés: located in posto 6 Copacabana...close to arpoador and Copacabana fort... 1,5 blocks from the beach and 1 block from main avenue in Copacabana full of restaurants, supermarkets, Banks and public transportation etc and only few blocks from metro station . de negocios, familias (con hijos) y grupos grandes.  Te va a encantar mi lugar debido a 90 m2 apartment with a very large living room with a King size besofa... cable tv and wi fi internet 35 megas...  fully equipped american",Apartment,Entire home/apt,Real Bed,3,1000,2017-07-27 04:00:00.000000000,2018-12-05 05:00:00.000000000,2.0,Brazil,1311.0,6
872,Room on spacious appartment,"My space is close to restaurants and delicious bakeries. It is a big appartment, and there is a cat living there for now, so if you have animals, they are wellcome :)  It is on quiet and safe place and has transports at the door. I can help with any need needed. Bills are included",Apartment,Private room,Real Bed,30,270,2016-11-18 05:00:00.000000000,2017-03-07 05:00:00.000000000,1.0,Portugal,109.0,2
873,Barra - CIDADE JARDIM - Parque Olímpico,"Meu espaço é no condomínio Cidade Jardim, com estrutura completa de lazer e comércio próprio (padaria, restaurante, farmácia...). Fica bem próximo ao Parque olimpico, atual palco do RIR, caminhada de 15min. Você vai amar meu espaço pela localização, ambiente aconchegante, sendo bem legal para casais, com ou sem crianças.",Apartment,Entire home/apt,Real Bed,2,1125,2017-09-17 04:00:00.000000000,2018-12-30 05:00:00.000000000,2.0,Brazil,350.0,4
874,LUXICO - Principino,"Sweeping views to the Sydney Opera House and Bridge will make your Sydney stay ever so special at Principino. Gated and private from the street, this beautifully presented home features 4 bedrooms, multiple living areas and pool and is just a short walk to the shops.",House,Entire home/apt,Real Bed,7,180,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,4.0,Australia,3572.0,0
875,Kit net Gracinha in Copa,"The flat is located at Nossa Senhora de Copacabana Avenue, 4 blocks away from the beach, close to Posto 4. A short walk along the beachfront will take you to Leme, where you can fird street markets and expositions. On the other side, if you keep walking you’ll get to Pedra do Arpoador, famous for its gorgeous sunset. Later all you have to do is go back to the flat and plan a night out at the famous and full of life Lapa neighborhood, situated very close to the flat.",Apartment,Entire home/apt,Pull-out Sofa,2,1125,2017-02-28 05:00:00.000000000,2019-02-03 05:00:00.000000000,1.0,Brazil,919.0,14
876,"A cozy and safe house in İstanbul,Sancaktepe","Mekanım şuraya yakın: My house is close to Sabiha Gökçen Airport. It is only 20 km by taxi. There are also shopping malls around the house that you can go either on foot or by taxi..  Benim mekanımı şu yüzden seveceksiniz: rahat yatak ve ortam. Yerim çiftler, yalnız maceralar, kurumsal seyahate çıkanlar ve tüylü dostlar (evcil hayvanlar) için uygundur.",House,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,148.0,0
877,SUPERHOST-LARGE&CLEAN-Near Pierloti,"You will never forget this holiday. If you want really enjoyable holiday you should choose my home. At first read reviews and ask me all questions what you want to learn about Istanbul I'll help you all your travel. ADVANTAGES: 1-Safe place-metro-bus every 6 minutes 2-24 Hour help desk 3-Istanbulcard for transportation 4-Pick up from airport,taxi drivers cant cheat 5-Unlimited wifi, Big kitchen and living room for you 6-Breakfast, fruits, tea, coffee, deserts, nuts all free 7. Towels, shampoo",Apartment,Private room,Real Bed,2,1125,2013-09-18 04:00:00.000000000,2019-02-07 05:00:00.000000000,1.0,Turkey,74.0,99
878,Studio + Terrace @ Historic Centre!,"Fully equipped studio with Wi-Fi and AC,  located in Porto historic center.  From here you can walk everywhere! And the terrace...have a look!! :) 6452/AL",Apartment,Entire home/apt,Real Bed,3,1124,2013-08-09 04:00:00.000000000,2019-02-07 05:00:00.000000000,0.0,Portugal,289.0,280
879,Apartamento familiar a estrenar,"Apartamento familiar de 100 m2, con dos dormitorios, al lado de la Sagrada Familia, en una zona turistica de dia y familiar y tranquila de noche, con agradables terrazas donde sentarse o pasea. A pocos minutos del centro mediante metro o autobús",Apartment,Entire home/apt,Real Bed,3,1125,2014-04-22 04:00:00.000000000,2019-01-02 05:00:00.000000000,3.0,Spain,190.0,38
880,Cozy minimalist room close to train (1),"Strong WIFI, TV (roku TV), 2 short blocks from the train station/ subway, 10 minutes from JFK by car, 30 min from Wall Street Financial District - Downtown Manhattan), one block away from main avenue (Shops, 24/7 deli and laundromat, and restaurants. Blue line takes you to the Brooklyn Bridge, Ground Zero, Financial District, Chinatown, Little Italy, Times Square, Central Park, Natural History Museum, etc. Close to Brooklyn Museum, Botanic Garden, and Prospect Park. Read House Manual for more!",House,Private room,Real Bed,3,1125,2016-09-07 04:00:00.000000000,2019-02-20 05:00:00.000000000,1.0,United States,48.0,92
881,Bondi-Tamarama BEACHFRONT Apartment,"This gorgeous 3-bedroom apartment is directly across the road from the beach. It's very light, beautifully decorated and all within minutes of Bondi, Bronte, restaurants, shops and buses to the CBD. Watch the waves as you have a drink on the balcony.",Apartment,Entire home/apt,Real Bed,2,1125,2013-09-09 04:00:00.000000000,2019-02-02 05:00:00.000000000,3.0,Australia,950.0,139
882,Spacious 3BR Duplex Apt + Loft in Gramercy NYC,"This spacious 3BR duplex in Gramercy has a unique layout with high ceilings and a lofted area containing a futon. Located less than a 3 minute walk from the 6 train, 10 minutes from the NWR train, and there are plenty of nice restaurants and bars close to the apartment! Walking distance from Gramercy Park, Madison Square Park, Eataly, and the Flatiron District!!!",Loft,Entire home/apt,Futon,3,1125,2016-09-06 04:00:00.000000000,2018-12-30 05:00:00.000000000,3.0,United States,300.0,10
883,"Modern and Safe Place,Free Wifi",Affordable Amazing Apartment Situated in an  Central Location With a Walking Distance To Most Attractions!,Apartment,Private room,Real Bed,4,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,United States,400.0,0
884,Huge rm in 1500sq ft loft w/lots,"Huge rm, share w/lots of lite, in 1500sqft Loft. 3 rmmates (1 gal, 2guys). Smokers welcome.  Huge communal living rm and kitchen. The apt's is drama free. Loc in the middle of the LES, very happening night life w/many resturantes, bars, shops & near FBDJMZ &6 trains.",Apartment,Private room,Real Bed,1,1125,2013-09-16 04:00:00.000000000,2013-09-16 04:00:00.000000000,1.0,United States,125.0,1
885,Beautiful apartment by Pl Catalunya,,Apartment,Entire home/apt,Real Bed,2,1124,2013-09-13 04:00:00.000000000,2019-02-17 05:00:00.000000000,1.0,Spain,280.0,397
886,Casa em Condomínio prox a Recreio dos Bandeirantes,"Meu espaço é perto de restaurantes e refeições, belas paisagens, praia, arte e cultura e parques. Você vai amar meu espaço por causa de as vistas, o ambiente e a localização. Meu espaço é bom para casais, viajantes de negócios e famílias (com crianças).",House,Entire home/apt,Real Bed,5,15,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Brazil,500.0,0
887,"Cozy 4 beds, Free Ferry to Manhattan.","My place is close to restaurants and dining, art and culture, banks, supermarkets, and family-friendly activities. Good for couples, solo adventurers, and business travelers. clean, spacious, & cozy, Very accessible to the five boroughs of NYC. Safe, quiet, friendly neighborhood. access to Internet, unlimited movies on Netflix, Hulu, Amazon. 25 Minutes to Manhattan. Private apartment, entire floor. Apartment has everything you need in a house. It will feel like home.",Apartment,Entire home/apt,Real Bed,2,25,2016-09-22 04:00:00.000000000,2019-01-03 05:00:00.000000000,1.0,United States,360.0,88
888,Terrace Appartment,"Apartment in the top floor of a residence building with a front terrace and a back balcony.Located in a central zone of Porto it features easy, fast access to the city center: 13 minutes walking to the pedestrian zone  or 4'  to metro station   Apartamento no último andar de um prédio de habitação com um terraço para a frente e uma varanda nas traseiras. Localiza-se numa zona central: 13 minutos a pé  até à  zona pedonal da Baixa, 4 minutos a pé   até à estação de Metro (tempos da GMaps)",Apartment,Entire home/apt,Real Bed,2,1125,2016-09-15 04:00:00.000000000,2018-12-09 05:00:00.000000000,2.0,Portugal,42.0,39
889,"Large Studio with Harbour glimpses, City Fringe","Fully Furnished, spacious studio apartment, on the 14th floor with partial distant views to Sydney Harbour.  The apartment hotel is located on the Darlinghurst side of Hyde Park, just a few minutes walk across Hyde Park and you will be in the heart of the Sydney CBD.",Apartment,Entire home/apt,Real Bed,3,1125,2017-07-30 04:00:00.000000000,2018-05-27 04:00:00.000000000,0.0,Australia,1296.0,4
890,Charming apartment in Plateau Mont Royal,"The apartment is in the heart of the Plateau-Mont-Royal, at the border of the Mile-End. All the cafes, restaurants, and boutiques you'd hope for are nearby. The place is also at a 2 min. walk from the Laurier Metro Station, which will take you downtown in minutes. The Parc Laurier is 10 min. away. The place is comfortable, homy, and welcoming, ideally located in a central neighbourhood. Good for couples, small groups, solo adventurers. Families (with kids) are also welcome!",Apartment,Entire home/apt,Real Bed,2,30,2018-05-12 04:00:00.000000000,2018-07-01 04:00:00.000000000,2.0,Canada,90.0,12
891,Villa 3 chambres a 5 min de l aéroport de Porto,"Mon logement est proche de l'aéroport et les transports en commun. Vous apprécierez mon logement pour le quartier, le confort et la luminosité. Mon logement est parfait pour les familles (avec enfants) et les grands groupes.",Villa,Entire home/apt,Real Bed,5,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Portugal,50.0,0
892,纽约之家(SunnyHome3),"纽约之家位于皇后区法拉盛,此处是新生代华人聚集区,周边华语通用,汇聚大江南北各种美食,您完全不用担心生活和语言上的沟通~~,有高速WiFi上网,距离JFK机场20分钟车程,LGA机场10分钟车程,出行有公交Q58路5~6分钟到7号线总站,7号线30~40分钟直达时代广场也可在站内换乘其它线路,LIRR火车可以到达曼哈顿和长岛,小巴直达唐人街欢迎订房,每年的USOpen(美网公开赛)就在我家附近哦｡请加微 信Jw11355 注:我家有三个私人停车位谁先来谁先停,不能预留!! (Website hidden by Airbnb) I have three private driveway for guest is activity NO reserved !!!",Townhouse,Private room,Real Bed,1,1125,2016-09-02 04:00:00.000000000,2018-10-27 04:00:00.000000000,1.0,United States,50.0,51
893,Apartment is Sold.,A very spacious and neat 3 bed room apartment with a marvelous sea view over the marmaris Bay in the European side of Istanbul. The apartment is fully furnished to the highest standards and fully equipped kitchen. Dish washer washing machine etc.,Apartment,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Turkey,1055.0,0
894,Hyatt Kaanapali Beach FANTASTIC OFFER!,"Take advantage of this AMAZING deal!  A 2BR/2Bath luxury residence in the Hyatt Kaanapali Resort!!! My place is close to The Beach. My place is good for couples, business travelers, and families (with kids). This is a 2-bedroom/2-bath residence within the Hyatt Resort.  Price includes use of all resort amenities.",Condominium,Entire home/apt,Real Bed,5,7,2018-04-26 04:00:00.000000000,2018-04-26 04:00:00.000000000,2.0,United States,500.0,1
895,Voted “Best of Williamsburg” / 1000 sqft Loft,"Set in booming Williamsburg - just 1 stop from Manhattan - this 1000 sq ft loft has 13ft ceilings, huge windows with views of the East River, a built in home theater, king bed, full kitchen, large dining table, work station and is beautifully decorated with Restoration Hardware furniture + a NEW massive rooftop. Surrounded by dozens of amazing cafes, restaurants, bars and iconic Brooklyn hot spots like the Wythe Hotel and the Brooklyn Brewery. Whole Foods and Soul Cycle are around the corner.",Loft,Entire home/apt,Real Bed,2,1125,2016-09-27 04:00:00.000000000,2019-01-02 05:00:00.000000000,0.0,United States,849.0,38
896,Oceanfront Beach House Makai,"Please look for Airbnb numb (Phone number hidden by Airbnb) to book with us.  We do not take bookings through this one.  It is live for others to read reviews.  Oceanfront home on private, gated property.  This unique property offers year-round swimming, private beach access and astounding ocean and mountain views.  Traveling with a large group? Another 3 bedroom home is available for rent on this spacious property. Visit https://www.airbnb.com/rooms/15073739 or contact us for more information.",House,Entire home/apt,Real Bed,3,1125,2017-01-01 05:00:00.000000000,2018-01-01 05:00:00.000000000,3.0,United States,2385.0,6
897,BARRA 3: Excelente quarto perto do Rio Centro.,"Temos um restaurante no próprio condomínio e uma ampla área de lazer. Ficamos a 10 minutos de carro para a praia, temos todo comércio a volta além de transporte público. Meu espaço é bom para aventuras individuais e viajantes de negócios. Ficamos também muito perto do parque Olímpico e a 7 minutos andando para o pavilhão do Rio Centro. O café da manhã está incluso no valor.",Apartment,Private room,Real Bed,7,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Brazil,250.0,0
898,BEST AREA IN CHELSEA. MODERN. COMPACT. HIGH LINE!!,"Charming modern studio close to High Line, Chelsea Pier Park, Art Galleries. You’ll love the place because of its proximity to train station, restaurants/bars in Chelsea, and beautiful street block. The place is good for solo business traveler/adventurer/nomad/someone who wants to be in the nicest part of Chelsea. It's a small compact minimalistic studio with lots of light day time, that has everything you would need and doesn't have anything you won't need",Apartment,Entire home/apt,Real Bed,1,1125,2016-09-08 04:00:00.000000000,2019-02-18 05:00:00.000000000,1.0,United States,588.0,64
899,Wan Chai Fully Furnished Studio,"Fully Furnished Studio located in the the center of Wan Chai area. 5 minutes walking distance to both Wan Chai and Causeway Bay MTR station. Easy access to Hong Kong Exhibition Center, Times Square, and Sogo. Perfect for bachelor with Bars/Restaurants nearby the Lockhart/Jerreries Road. Building with elevator and 24/7 security guard. Small buy cosy studio with TV, private bathroom, kitchen air-conditioning and a working desk. Free Wifi access. 7-11 and laundry shop right next to the entrance.",Apartment,Private room,Real Bed,2,1125,2016-10-11 04:00:00.000000000,2019-03-03 05:00:00.000000000,1.0,Hong Kong,322.0,32
900,"Doorman, modern apart. on Broadway (Central Park)","The apartment is right in the hustle-bustle of Broadway/Upper West Side; only a few minutes walk to Central Park, Riverside Park, Museum Mile.Right across the street from the 1, 2, 3 subway line; full-service doorman building.All the best supermarkets are nearby and too many famous stores and restaurants to mention;some open 24 hours.Only 15 minutes by subway to Times Square and the best of New York.I think it's the prettiest neighborhood in New York! Good for couples and solo adventurers.",Apartment,Entire home/apt,Real Bed,7,19,2016-11-04 04:00:00.000000000,2017-10-17 04:00:00.000000000,0.0,United States,590.0,2
901,"L'IDÉAL, ( à 2 min du métro Pie-IX ).","Newly furnished appartment. You will feel the comfort and warmth as you walk in. Everything has been designed to make your stay as pleasant as possible. This apartment is ideal for its location and security (keypad lock). It is perfect for couples, or for passing travelers. Can accommodate a maximum of 4 with the sofa-bed. For your convenience will will also supply you with my private parking for one car.",Apartment,Entire home/apt,Real Bed,1,30,2016-10-16 04:00:00.000000000,2019-03-03 05:00:00.000000000,1.0,Canada,365.0,150
902,100 steps to Poipu Beach! - Hale Kahana'lu,The perfect location! Only 100 steps to Poipu Beach and air-conditioning in the bedrooms makes this the most ideal property!,Condominium,Entire home/apt,Real Bed,3,60,2016-09-18 04:00:00.000000000,2019-02-16 05:00:00.000000000,2.0,United States,1067.0,29
903,2BR Sunlight & Secret Garden Apartment,"Minimal meets vintage, with loads of light and plants in this 2 bedroom apartment. The space is all custom and hand built by the owner, a fashion designer. The apartment has a secret garden guests are welcome to use. Vintage details are paired with modern appliances and great heating and air conditioning throughout the house. Located in historic central Brooklyn, you'll be steps away from great restaurants, cafes, nightlife, and transport.",Apartment,Entire home/apt,Real Bed,4,30,2013-09-20 04:00:00.000000000,2018-11-25 05:00:00.000000000,2.0,United States,205.0,18
904,Botafogo's Green Gem,You're gonna love the apartment because of the view and because it's close to 2 malls and to the subway.,Apartment,Entire home/apt,Real Bed,5,99,2017-02-28 05:00:00.000000000,2018-02-14 05:00:00.000000000,1.0,Brazil,241.0,8
905,Spacious Studio - Waimea Bay Pointe,"Our beach cottage is ocean-side, between Three Tables & Waimea Bay on our gated family property. It's behind the main house, but you'll have full access to the front yard facing the rocky coastline & Pacific Ocean, 30 yards away. You’ll love this studio because of how spacious it is; its mountain & ocean views & its convenient location to all things North Shore! This unique 2-level unit is good for couples, solo adventurers, & business travelers, but may not be suitable for toddlers (stairs).",Guest suite,Entire home/apt,Real Bed,3,13,2016-11-08 05:00:00.000000000,2019-03-03 05:00:00.000000000,0.0,United States,449.0,76
906,Kauai 2 Bedroom Family Getaway | 2 Pools,"Located on Kaweonui Point and adjacent to two golf courses, this luxury Kauai destination is surrounded by lush greens that will captivate your attention with their beauty and give you a tranquility that can only be found on this magical island. As soon as you step foot onto the Bali Hai Villas, you will feel as if stress is extinguished from existence and colors will take on a different tone.",House,Entire home/apt,Real Bed,2,1125,2017-07-29 04:00:00.000000000,2019-02-08 05:00:00.000000000,2.0,United States,511.0,5
907,Standing 3 rooms flat in Copacabana,"Beautiful 160 m2 ""bourgeois"" apartment with 3 rooms (including a suite), 3 bathrooms, a large dining room, a living room and a large kitchen. Ideally located in the heart of Copacabana, 100 meters from the famous beach. This accommodation is perfect for couples, business travelers, families (with children), large groups and pets.",Apartment,Entire home/apt,Real Bed,4,1125,2017-01-11 05:00:00.000000000,2019-01-13 05:00:00.000000000,3.0,Brazil,1119.0,30
908,BEACH ESCAPE,"Summer is here enjoy the beach on your door step, work on that tan or simply unwind .Perfect for Winter getaways also enjoy a nice glass of wine by the open fire, or Perhaps a soak in the spa overlooking Pittwater. Located on the beach, you'll feel like your miles away from anywhere a tranquil setting for any holiday.  Drift off to sleep with the sound of the waves lapping up on the beach.  The House is spilt over 4 levels with a lounge room on each level , lots of space for adults & children.",House,Entire home/apt,Real Bed,2,1125,2016-10-02 04:00:00.000000000,2019-02-17 05:00:00.000000000,7.0,Australia,2839.0,72
909,At Home in Authentic Porto,"Hi I'm David. I'm from Porto and I would love to share with you two things. 1st my flat, right in the center of Porto nearby to the art district, garden, supermarkets, main museum, subway station. From my place you will be able to visit all the city without taking any public transport. 2nd my own Porto's City Guide with the best tips, tipical restaurants (where and what to eat),  stores, places with free entrance, the best Porto's sunset view, unknown places, bars, discos and many more :)",Apartment,Entire home/apt,Real Bed,2,1125,2016-09-15 04:00:00.000000000,2019-01-30 05:00:00.000000000,1.0,Portugal,50.0,124
910,Spacious Comtemporary 3BR Apartment,"Newly furnished three bedroom apartment in the heart of Park Slope, has all the basic amenities to make your stay comfortable. Only 5 minutes from the F & R train and the whole block is surrounded by amazing restaurants, bar scenes, grocery stores and cultural activities.",Apartment,Entire home/apt,Real Bed,2,1125,2016-09-15 04:00:00.000000000,2019-02-25 05:00:00.000000000,3.0,United States,498.0,101
911,Seaview Studio in  Brooklyn New york.,"My place is close to restaurants and dining, public transport, nightlife, and the beach. You’ll love my place because of the high ceilings, the views, the people, the location, and the ambiance. My place is good for couples, solo adventurers, and business travelers.",Apartment,Entire home/apt,Real Bed,2,14,2016-10-02 04:00:00.000000000,2019-03-03 05:00:00.000000000,1.0,United States,100.0,145
912,APTO NA BARRA DA TIJUCA RIO 2,"ESSE APTO FICA Muito próximo a praia da reserva  , PREÇO IMPERDÍVEL .Meu espaço é perto de  Supermercados, Rio 2 Shopping,shopping metropolitano .. Você vai amar meu espaço pelas vistas, a localização, o ambiente, as pessoas e a área externa. OBS: Será cobrado o valor do KWH (R$ 0,85800), da energia elétrica que será verificado  no medidor (relógio de energia elétrica) , na entrada e na saída para calcular o valor. PREÇO  IMPERDÍVEL SE FOR SOMENTE UM QUARTO!!!",Apartment,Entire home/apt,Real Bed,2,120,2017-09-17 04:00:00.000000000,2018-09-23 04:00:00.000000000,3.0,Brazil,1549.0,5
913,Quarry Apartment,"Apartment in the city center, 1 minute away from the metro station. Here you'll be in walking distance from the essencial places to visit in Porto. The street of the apartment is calm and quiet and the place is totally equiped for a confortable stay.",Loft,Entire home/apt,Real Bed,2,1125,2016-09-25 04:00:00.000000000,2018-12-29 05:00:00.000000000,1.0,Portugal,65.0,73
914,Napili Surf Beach Resort -Lokelani- #214 2nd Floor,"Aloha, We are open after a very extensive restoration project! We restored, replaced & rebuilt the entire plumbing infrastructure, the roof & gutter system, new photo voltaic system & solar water heaters, kitchen & bath cabinets, counters & showers. Interior & exterior paint & and few other items. All units are equipped with new kitchen appliances. Portable Air Conditioning are in all units in the living room area. We look forward to your visit to enjoy our new and updated look!",Condominium,Entire home/apt,Real Bed,3,1125,2017-01-02 05:00:00.000000000,2017-01-02 05:00:00.000000000,0.0,United States,463.0,1
915,"Achei! Loft  na praia, moderno e equipado.","Loft espaçoso em frente a praia, e a 50 mts da Av. Olegário Maciel, famosa rua da Barra onde estão os restaurantes, farmácias, bancos e vida noturna.  Condomínio Barraleme, com portaria e segurança 24 hs. Decoração  descon-traída, ambiente claro, confortável com linda vista para a Pedra da Gávea e o mar. Está voltado para o sol nascente , com  Internet  Wi-fi , ar condicionado (SPLIT), local de trabalho e garagem. Meu espaço é bom para casais,  viajantes de negócios e casal com  duas crianças.",Loft,Entire home/apt,Real Bed,2,90,2017-09-11 04:00:00.000000000,2019-02-04 05:00:00.000000000,1.0,Brazil,1426.0,22
